date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,tradestatus,isST
2021-01-04,sz.002493,269.85325892,275.11917303,265.48155664,272.63525128,274.32431807,25817961,701903025.67,0.4439,-0.6157,1,0
2021-01-05,sz.002493,275.01981616,293.59955085,273.72817685,286.54521308,272.63525128,51076968,1466456701.13,0.8782,5.102,1,0
2021-01-06,sz.002493,289.02913483,296.18282947,283.86257759,293.59955085,286.54521308,50095772,1463661749.57,0.8613,2.4619,1,0
2021-01-07,sz.002493,296.87832756,302.0448848,293.69890772,302.0448848,293.59955085,37166957,1117639262.76,0.639,2.8765,1,0
2021-01-08,sz.002493,300.0577474,304.23073594,287.83685239,298.66675122,302.0448848,21993255,654416713.04,0.3781,-1.1184,1,0
2021-01-11,sz.002493,300.15710427,311.18571684,296.97768443,301.74681419,298.66675122,30622050,939398033.04,0.5265,1.0313,1,0
2021-01-12,sz.002493,301.0513161,311.28507371,298.07061,308.9998657,301.74681419,22772388,704651393.82,0.3915,2.4037,1,0
2021-01-13,sz.002493,311.88121493,314.26577981,304.52880655,312.9741405,308.9998657,19603039,610586703.79,0.337,1.2862,1,0
2021-01-14,sz.002493,308.9998657,315.06063477,304.72752029,306.71465769,312.9741405,17309763,538617134.58,0.2976,-2.0,1,0
2021-01-15,sz.002493,305.0255909,315.35870538,298.07061,312.57671302,306.71465769,23011963,708573525.7,0.3957,1.9112,1,0
2021-01-18,sz.002493,310.29150501,333.04422824,308.90050883,329.8648084,312.57671302,27033008,882801719.39,0.4648,5.5308,1,0
2021-01-19,sz.002493,331.35516145,335.03136564,316.05420347,319.82976453,329.8648084,30885483,1011939580.12,0.531,-3.0422,1,0
2021-01-20,sz.002493,318.83619583,333.14358511,318.83619583,322.9098275,319.82976453,36871556,1211858671.72,0.6339,0.963,1,0
2021-01-21,sz.002493,321.9162588,345.66255073,321.61818819,338.31014235,322.9098275,48967483,1660749041.68,0.8419,4.7692,1,0
2021-01-22,sz.002493,338.90628357,362.35450489,337.31657365,360.16865375,338.31014235,39074364,1392126250.67,0.6718,6.4611,1,0
2021-01-25,sz.002493,366.92492091,381.72909454,357.78408887,365.93135221,360.16865375,46819217,1741050457.72,0.805,1.6,1,0
2021-01-26,sz.002493,364.83842664,365.93135221,355.79695147,361.55964993,365.93135221,26384864,957294529.48,0.4536,-1.1947,1,0
2021-01-27,sz.002493,364.93778351,374.17797242,344.96705264,355.30016712,361.55964993,38047849,1364265371.38,0.6542,-1.7312,1,0
2021-01-28,sz.002493,348.04711561,358.38023009,334.13715381,337.91271487,355.30016712,48081305,1660344761.15,0.8267,-4.8937,1,0
2021-01-29,sz.002493,339.99920914,351.02782171,332.44808702,339.8004954,337.91271487,29465579,1014226823.35,0.5066,0.5587,1,0
2021-02-01,sz.002493,342.7812015,373.78054494,332.94487137,373.78054494,339.8004954,57894650,2092647733.39,0.9954,10.0,1,0
2021-02-02,sz.002493,382.5239495,401.79918228,370.20369762,399.4146174,373.78054494,55998801,2200001213.0,0.9628,6.8581,1,0
2021-02-03,sz.002493,392.55899337,403.58760594,387.59114987,392.95642085,399.4146174,36219229,1443251847.94,0.6227,-1.6169,1,0
2021-02-04,sz.002493,395.24162886,410.3438731,383.71623194,394.4467739,392.95642085,38947704,1554676037.37,0.6696,0.3793,1,0
2021-02-05,sz.002493,403.3888922,405.3760296,371.89276441,374.77411364,394.4467739,49374180,1899868690.21,0.8489,-4.9874,1,0
2021-02-08,sz.002493,380.23874149,412.23165363,371.39598006,412.23165363,374.77411364,43071344,1740594279.01,0.7405,9.9947,1,0
2021-02-09,sz.002493,422.2666975,440.1509341,413.92072042,435.58051808,412.23165363,52708056,2275390614.56,0.9062,5.664,1,0
2021-02-10,sz.002493,434.1895219,444.1252089,420.08084636,438.1637967,435.58051808,58074827,2517960296.79,0.9985,0.5931,1,0
2021-02-18,sz.002493,462.20815924,465.78500656,418.98792079,432.2023845,438.1637967,68811240,3043966744.73,1.1831,-1.3605,1,0
2021-02-19,sz.002493,422.2666975,430.61267458,388.98214605,419.2859914,432.2023845,74821347,3074724133.94,1.2864,-2.9885,1,0
2021-02-22,sz.002493,416.10657156,419.68341888,387.491793,405.27667273,419.2859914,62934092,2579581377.89,1.082,-3.3412,1,0
