date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,tradestatus,isST
2021-01-04,sh.600519,13133.73066138,13166.63098569,13027.54338711,13114.161207,13120.728138,4351400.0,8686920261.12,0.3464,-0.0501,1,0
2021-01-05,sh.600519,13068.19269,13524.26604795,13018.67803026,13524.26604795,13114.161207,5211605.0,10592557369.7,0.4149,3.1272,1,0
2021-01-06,sh.600519,13559.3991288,13954.728375,13370.46852393,13790.5551,13524.26604795,4741020.0,9882593867.1,0.3774,1.969,1,0
2021-01-07,sh.600519,13770.854307,14053.23234,13626.381825,14053.23234,13790.5551,3793139.0,7991178754.07,0.302,1.9048,1,0
2021-01-08,sh.600519,14066.366202,14124.68054928,13547.70999162,13724.88579,14053.23234,5386164.0,11345202869.15,0.4288,-2.3364,1,0
2021-01-11,sh.600519,13724.88579,14122.1851155,13518.6841566,13788.78202863,13724.88579,5107990.0,10768565414.66,0.4066,0.4656,1,0
2021-01-12,sh.600519,13711.751928,14190.4811979,13692.051135,14190.4811979,13788.78202863,4105859.0,8800558287.66,0.3268,2.9132,1,0
2021-01-13,sh.600519,14210.838684,14272.10815023,14020.397685,14210.838684,14190.4811979,3438993.0,7418330853.82,0.2738,0.1435,1,0
2021-01-14,sh.600519,14158.303236,14204.271753,13896.34835841,14013.830754,14210.838684,3615220.0,7722089683.72,0.2878,-1.3863,1,0
2021-01-15,sh.600519,13889.059065,14016.12917985,13324.302999,13672.350342,14013.830754,5950939.0,12372103226.55,0.4737,-2.4367,1,0
2021-01-18,sh.600519,13534.83880686,13734.60484788,13398.31231137,13547.578653,13672.350342,3914404.0,8076715789.5,0.3116,-0.9126,1,0
2021-01-19,sh.600519,13613.97032541,13766.2574553,13178.84547735,13195.65682071,13547.578653,4634519.0,9479278513.19,0.3689,-2.5977,1,0
2021-01-20,sh.600519,13186.397448,13498.26100119,13018.9407075,13400.67640653,13195.65682071,4508242.0,9126453276.98,0.3589,1.5537,1,0
2021-01-21,sh.600519,13449.074688,13725.01712862,13403.106171,13593.54717,13400.67640653,3831017.0,7953455966.93,0.305,1.4393,1,0
2021-01-22,sh.600519,13586.980239,13790.5551,13528.5345531,13658.88813345,13593.54717,2924761.0,6090260363.6,0.2328,0.4807,1,0
2021-01-25,sh.600519,13678.917273,14312.6261145,13678.917273,14283.074925,13658.88813345,5595716.0,12029474557.67,0.4454,4.5698,1,0
2021-01-26,sh.600519,14348.744235,14361.878097,13955.45073741,14065.64383959,14283.074925,3174746.0,6820173361.71,0.2527,-1.5223,1,0
2021-01-27,sh.600519,14065.64383959,14065.64383959,13692.051135,13718.318859,14065.64383959,3712017.0,7809446386.54,0.2955,-2.4693,1,0
2021-01-28,sh.600519,13659.21648,13853.99165346,13528.00919862,13711.751928,13718.318859,3512864.0,7337084454.98,0.2796,-0.0479,1,0
2021-01-29,sh.600519,13798.36974789,14115.48684588,13726.33051482,13896.80804358,13711.751928,3370133.0,7166179277.17,0.2683,1.3496,1,0
2021-02-01,sh.600519,13987.56303,14184.57096,13757.720445,13851.75889692,13896.80804358,2934059.0,6219639110.8,0.2336,-0.3242,1,0
2021-02-02,sh.600519,13870.80299682,14118.83598069,13804.3456551,14086.066995,13851.75889692,3458225.0,7372233581.9,0.2753,1.6915,1,0
2021-02-03,sh.600519,14118.90165,14435.88740937,14053.23234,14380.98786621,14086.066995,3871415.0,8384049314.31,0.3082,2.0937,1,0
2021-02-04,sh.600519,14388.145821,15300.94923,14388.145821,15240.86181135,14380.98786621,6385101.0,14596930187.5,0.5083,5.9792,1,0
2021-02-05,sh.600519,15268.114575,15528.1650426,15044.838921,15189.311403,15240.86181135,3972906.0,9253566204.82,0.3163,-0.3382,1,0
2021-02-08,sh.600519,15346.917747,15621.94081728,15189.311403,15555.7461528,15189.311403,3578573.0,8420758624.81,0.2849,2.4125,1,0
2021-02-09,sh.600519,15555.7461528,16131.20631633,15432.28785,16131.20631633,15555.7461528,3329655.0,7972930044.98,0.2651,3.6993,1,0
2021-02-10,sh.600519,16318.823535,17081.9009172,16318.823535,17080.587531,16131.20631633,6137057.0,15675929713.5,0.4885,5.8854,1,0
2021-02-18,sh.600519,16995.08608938,17257.10663628,16187.484915,16226.886501,17080.587531,6591232.0,16704135269.47,0.5247,-4.9981,1,0
2021-02-19,sh.600519,16096.59858996,16395.39395046,15639.8028696,16154.65026,16226.886501,5938546.0,14525164524.57,0.4727,-0.4452,1,0
2021-02-22,sh.600519,16121.815605,16121.815605,14960.91354282,15025.26946662,16154.65026,7893547.0,18498777222.54,0.6284,-6.9911,1,0
2021-02-23,sh.600519,14875.01808534,15398.73083259,14874.098715,15149.909817,15025.26946662,5745460.0,13316110795.16,0.4574,0.8295,1,0
2021-02-24,sh.600519,15156.41107869,15222.146058,14187.8544255,14375.011959,15149.909817,8211578.0,18195034445.01,0.6537,-5.1149,1,0
2021-02-25,sh.600519,14506.350579,14608.1380095,13929.83970651,14118.90165,14375.011959,5972643.0,12982145755.12,0.4755,-1.7816,1,0
2021-02-26,sh.600519,13790.5551,14315.58123345,13575.8164563,13940.14978818,14118.90165,6652506.0,14097015493.7,0.5296,-1.266,1,0
2021-03-01,sh.600519,14309.342649,14309.342649,13921.89372,14171.437098,13940.14978818,4491626.0,9686945528.92,0.3576,1.6591,1,0
2021-03-02,sh.600519,14315.90958,14315.90958,13350.570723,13514.743998,14171.437098,7076450.0,14796698645.52,0.5633,-4.6339,1,0
2021-03-03,sh.600519,13396.53924,14117.39125587,13350.570723,14053.23234,13514.743998,5421546.0,11366685429.08,0.4316,3.9845,1,0
2021-03-04,sh.600519,13757.720445,13764.287376,13200.1880031,13350.570723,14053.23234,6508829.0,13297304315.65,0.5181,-5.0,1,0
2021-03-05,sh.600519,13133.862,13757.720445,13055.058828,13528.60022241,13350.570723,6377920.0,13100315985.42,0.5077,1.3335,1,0
2021-03-08,sh.600519,13626.11914776,13692.051135,12871.18476,12871.18476,13528.60022241,6309959.0,12724245990.38,0.5023,-4.8594,1,0
2021-03-09,sh.600519,12838.350105,13133.862,12478.35094758,12720.07967769,12871.18476,8226581.0,16100769578.87,0.6549,-1.174,1,0
2021-03-10,sh.600519,12982.822587,13133.00829897,12917.153277,12936.91973931,12720.07967769,5117174.0,10136910283.82,0.4074,1.7047,1,0
2021-03-11,sh.600519,12969.688725,13659.15081069,12880.90381788,13449.074688,12936.91973931,5676897.0,11521736383.85,0.4519,3.9589,1,0
2021-03-12,sh.600519,13593.54717,13639.515687,13147.06153131,13304.602206,13449.074688,4032251.0,8181594631.17,0.321,-1.0742,1,0
2021-03-15,sh.600519,13462.20855,13592.2337838,12813.06742065,12972.64384395,13304.602206,6248487.0,12459955712.19,0.4974,-2.4951,1,0
2021-03-16,sh.600519,12969.22903983,13265.13495069,12904.019415,13202.8147755,12972.64384395,3464850.0,6918600717.41,0.2758,1.7743,1,0
2021-03-17,sh.600519,13133.862,13462.20855,12976.32132531,13333.23402516,13202.8147755,3137491.0,6352656523.24,0.2498,0.9878,1,0
2021-03-18,sh.600519,13363.704585,13700.98216116,13363.704585,13591.5770907,13333.23402516,3386488.0,6997030294.38,0.2696,1.9376,1,0
2021-03-19,sh.600519,13363.704585,13416.240033,13082.83694613,13199.53131,13591.5770907,3578077.0,7211521835.48,0.2848,-2.8845,1,0
2021-03-22,sh.600519,13134.5186931,13305.19322979,12841.96191705,13068.12702069,13199.53131,3691407.0,7323391310.93,0.2939,-0.9955,1,0
2021-03-23,sh.600519,13126.50703728,13191.6509928,12936.85407,13107.594276,13068.12702069,2744619.0,5459520703.31,0.2185,0.302,1,0
2021-03-24,sh.600519,13009.090311,13219.232103,13009.090311,13061.625759,13107.594276,2935739.0,5857848160.33,0.2337,-0.3507,1,0
2021-03-25,sh.600519,12936.91973931,13060.83772728,12784.5012708,12943.421001,13061.625759,3157523.0,6216733243.7,0.2514,-0.905,1,0
2021-03-26,sh.600519,13035.358035,13278.334482,12858.050898,13219.232103,12943.421001,5001642.0,9987629443.81,0.3982,2.1309,1,0
2021-03-29,sh.600519,13417.5534192,13766.58580185,13305.58724565,13357.7943471,13219.232103,5699220.0,11740129412.79,0.4537,1.0482,1,0
2021-03-30,sh.600519,13396.53924,13698.618066,13364.22993948,13501.93848255,13357.7943471,3262697.0,6717493349.55,0.2597,1.0791,1,0
2021-03-31,sh.600519,13430.0305881,13436.07216462,13133.862,13192.964379,13501.93848255,3715441.0,7489086233.43,0.2958,-2.2884,1,0
2021-04-01,sh.600519,13271.767551,13441.1943708,13141.87365582,13426.0904295,13192.964379,2658763.0,5379775870.02,0.2117,1.767,1,0
2021-04-02,sh.600519,13501.610136,14217.405615,13501.610136,14197.704822,13426.0904295,5202757.0,10981752657.58,0.4142,5.7471,1,0
2021-04-06,sh.600519,14191.137891,14197.57348338,13805.6590413,13961.49231393,14197.704822,3274177.0,6967525036.59,0.2606,-1.6637,1,0
2021-04-07,sh.600519,13817.21683986,13904.1630063,13462.20855,13534.444791,13961.49231393,4020097.0,8317799924.65,0.32,-3.0588,1,0
2021-04-08,sh.600519,13442.70476493,13652.649549,13422.806964,13593.54717,13534.444791,2854762.0,5893307514.47,0.2273,0.4367,1,0
2021-04-09,sh.600519,13409.673102,13488.476274,13166.76232431,13265.20062,13593.54717,2880886.0,5832453811.8,0.2293,-2.4155,1,0
2021-04-12,sh.600519,13206.098241,13330.86993,13079.3564727,13192.24201659,13265.20062,3194307.0,6409917317.58,0.2543,-0.55,1,0
2021-04-13,sh.600519,13265.20062,13460.8951638,13192.964379,13271.767551,13192.24201659,2899215.0,5883787293.27,0.2308,0.6028,1,0
2021-04-14,sh.600519,13363.704585,13449.074688,13238.932896,13442.507757,13271.767551,2411465.0,4908790022.84,0.192,1.2865,1,0
2021-04-15,sh.600519,13336.7801679,13441.8510639,13068.19269,13236.3061236,13442.507757,3436621.0,6903769489.51,0.2736,-1.534,1,0
2021-04-16,sh.600519,13298.56062948,13580.413308,13212.665172,13494.91186638,13236.3061236,3029370.0,6183895053.75,0.2412,1.9538,1,0
2021-04-19,sh.600519,13495.043205,13779.78533316,13350.570723,13711.751928,13494.91186638,3175391.0,6610577917.18,0.2528,1.6068,1,0
2021-04-20,sh.600519,13600.7707941,13980.996099,13593.54717,13756.4070588,13711.751928,2829037.0,5949669952.68,0.2252,0.3257,1,0
2021-04-21,sh.600519,13632.948756,13776.1078518,13561.3692081,13659.21648,13756.4070588,2614975.0,5446145952.13,0.2082,-0.7065,1,0
2021-04-22,sh.600519,13724.2290969,13783.988169,13472.0589465,13498.3266705,13659.21648,2685002.0,5539295655.77,0.2137,-1.1779,1,0
2021-04-23,sh.600519,13501.41312807,13921.10568828,13478.6258775,13849.26346314,13498.3266705,3346277.0,7002695288.1,0.2664,2.5999,1,0
2021-04-26,sh.600519,14000.696892,14020.397685,13617.1881216,13644.90057042,13849.26346314,3404511.0,7160836874.36,0.271,-1.4756,1,0
2021-04-27,sh.600519,13705.71035148,13759.36217775,13561.30353879,13754.04296364,13644.90057042,2210785.0,4607779001.56,0.176,0.7999,1,0
2021-04-28,sh.600519,13199.53131,13445.7912225,13153.562793,13409.673102,13754.04296364,8134295.0,16463574636.6,0.6475,-2.5038,1,0
2021-04-29,sh.600519,13442.77043424,13461.81453414,13225.799034,13306.96630116,13409.673102,4128378.0,8370431227.68,0.3286,-0.7659,1,0
2021-04-30,sh.600519,13304.602206,13370.271516,13158.22531401,13178.38579218,13306.96630116,3840137.0,7723747038.43,0.3057,-0.9663,1,0
2021-05-06,sh.600519,13133.862,13178.77980804,12825.216243,12864.617829,13178.38579218,5354614.0,10584968907.14,0.4263,-2.3809,1,0
2021-05-07,sh.600519,12904.019415,12923.58886938,12483.735831,12496.869693,12864.617829,5249339.0,10101703446.06,0.4179,-2.8586,1,0
2021-05-10,sh.600519,12477.1689,12536.271279,12253.95891531,12339.46035693,12496.869693,4600318.0,8677753607.6,0.3662,-1.2596,1,0
2021-05-11,sh.600519,12319.562556,12910.586346,12301.8318423,12864.617829,12339.46035693,4249412.0,8209251913.88,0.3383,4.2559,1,0
2021-05-12,sh.600519,12799.47387348,13127.295069,12798.948519,13028.791104,12864.617829,3269887.0,6473203286.06,0.2603,1.2762,1,0
2021-05-13,sh.600519,12908.94461325,13035.68638155,12825.216243,12946.7044665,13028.791104,2507751.0,4934954969.14,0.1996,-0.63,1,0
2021-05-14,sh.600519,13015.657242,13334.1533955,12976.255656,13198.54627035,12946.7044665,3561129.0,7150302044.37,0.2835,1.9452,1,0
2021-05-17,sh.600519,13298.6919681,13693.3645212,13298.6919681,13514.48132076,13198.54627035,4452400.0,9178509985.37,0.3544,2.3937,1,0
2021-05-18,sh.600519,13560.712515,13639.515687,13429.76791086,13523.34667761,13514.48132076,1750428.0,3595891741.83,0.1393,0.0656,1,0
2021-05-19,sh.600519,13521.310929,13625.13410811,13396.53924,13455.641619,13523.34667761,2240972.0,4606452358.47,0.1784,-0.5007,1,0
2021-05-20,sh.600519,13619.814894,13620.4715871,13431.73799016,13520.52289728,13455.641619,2185716.0,4500663211.25,0.174,0.4822,1,0
2021-05-21,sh.600519,13495.56855948,13658.42844828,13376.96978562,13410.3297951,13520.52289728,2424823.0,4976601457.79,0.193,-0.815,1,0
2021-05-24,sh.600519,13468.775481,13659.61049586,13337.436861,13602.01851099,13410.3297951,3254808.0,6705879397.29,0.2591,1.4294,1,0
2021-05-25,sh.600519,13692.051135,14447.9048931,13692.051135,14411.1300795,13602.01851099,6775695.0,14636718750.42,0.5394,5.9485,1,0
2021-05-26,sh.600519,14499.65230938,14721.7459158,14401.80503748,14578.58682,14411.1300795,3860420.0,8558038173.71,0.3073,1.162,1,0
2021-05-27,sh.600519,14519.61577962,15235.27992,14454.4718241,14742.760095,14578.58682,4537338.0,10240368980.36,0.3612,1.1261,1,0
2021-05-28,sh.600519,14716.29536307,14775.59475,14483.43198981,14644.25613,14742.760095,2580731.0,5741331985.52,0.2054,-0.6682,1,0
2021-05-31,sh.600519,14549.0356305,14567.75138385,14263.374132,14565.452958,14644.25613,3173900.0,6960864260.2,0.2527,-0.5381,1,0
