date,code,open,high,low,close,volume,amount,turn,adjustflag
2016-03-16,sh.601020,8.6200000000,10.3400000000,8.6200000000,10.3400000000,25800,262816.0000,0.049615,1
2016-03-17,sh.601020,11.3700000000,11.3700000000,11.3700000000,11.3700000000,18950,215462.0000,0.036442,1
2016-03-18,sh.601020,12.5100000000,12.5100000000,12.5100000000,12.5100000000,12941,161892.0000,0.024887,1
2016-03-21,sh.601020,13.7600000000,13.7600000000,13.7600000000,13.7600000000,16201,222926.0000,0.031156,1
2016-03-22,sh.601020,15.1400000000,15.1400000000,15.1400000000,15.1400000000,50699,767583.0000,0.097498,1
2016-03-23,sh.601020,16.6500000000,16.6500000000,16.6500000000,16.6500000000,78127,1300815.0000,0.150244,1
2016-03-24,sh.601020,18.3200000000,18.3200000000,18.3200000000,18.3200000000,190302,3486333.0000,0.365965,1
2016-03-25,sh.601020,20.1500000000,20.1500000000,20.1500000000,20.1500000000,561840,11321076.0000,1.080462,1
2016-03-28,sh.601020,22.1700000000,22.1700000000,22.1700000000,22.1700000000,1879482,41668116.0000,3.614388,1
2016-03-29,sh.601020,23.9700000000,24.3900000000,23.7200000000,24.3900000000,16972989,409423584.0000,32.640363,1
2016-03-30,sh.601020,26.0000000000,26.8300000000,25.1700000000,25.3900000000,35964145,939171280.0000,69.161817,1
2016-03-31,sh.601020,24.7100000000,27.2000000000,24.6300000000,26.0500000000,25577872,665291200.0000,49.188215,1
2016-04-01,sh.601020,25.9900000000,26.8000000000,24.7800000000,25.1900000000,17600490,450922224.0000,33.847096,1
2016-04-05,sh.601020,24.6600000000,25.1800000000,24.1600000000,25.0800000000,17518880,434083152.0000,33.690154,1
2016-04-06,sh.601020,24.9500000000,27.1200000000,24.8100000000,25.8200000000,19400581,504956720.0000,37.308810,1
2016-04-07,sh.601020,25.6000000000,28.4000000000,25.3800000000,27.9300000000,28115816,774845072.0000,54.068877,1
2016-04-08,sh.601020,27.0000000000,30.6900000000,26.8200000000,29.7300000000,28474274,816708784.0000,54.758219,1
2016-04-11,sh.601020,29.4000000000,30.7000000000,28.6300000000,29.3600000000,26235968,767592448.0000,50.453785,1
2016-04-12,sh.601020,28.8000000000,29.3200000000,26.4400000000,27.7400000000,20012670,562966320.0000,38.485904,1
2016-04-13,sh.601020,28.2000000000,30.5100000000,28.1200000000,30.5100000000,24820567,739506032.0000,47.731860,1
2016-04-14,sh.601020,30.6000000000,32.4000000000,29.5000000000,31.5900000000,32034525,991647808.0000,61.604856,1
