date,code,open,high,low,close,volume,amount,turn,adjustflag
2015-01-05,sh.600584,40.2277934100,40.2277934100,40.2277934100,40.2277934100,0,0.0000,,1
2015-01-06,sh.600584,40.2277934100,40.2277934100,40.2277934100,40.2277934100,0,0.0000,,1
2015-01-07,sh.600584,40.2277934100,40.2277934100,40.2277934100,40.2277934100,0,0.0000,,1
2015-01-08,sh.600584,40.2277934100,40.2277934100,40.2277934100,40.2277934100,0,0.0000,,1
2015-01-09,sh.600584,40.2277934100,40.2277934100,40.2277934100,40.2277934100,0,0.0000,,1
2015-01-12,sh.600584,40.2277934100,40.2277934100,40.2277934100,40.2277934100,0,0.0000,,1
2015-01-13,sh.600584,40.2277934100,40.2277934100,40.2277934100,40.2277934100,0,0.0000,,1
2015-01-14,sh.600584,44.2397296800,44.2397296800,41.2036698000,42.9385611600,118629034,1416944800.0000,13.905094,1
2015-01-15,sh.600584,42.1434026200,47.2396459900,41.8542540600,47.2396459900,86385846,1091451568.0000,10.125711,1
2015-01-16,sh.600584,47.3480767000,51.6130179600,46.2999131700,49.1913987700,84573058,1140511184.0000,9.913225,1
2015-01-19,sh.600584,47.6010816900,49.9865573100,45.9023339000,47.7817995400,70690669,941451136.0000,8.286002,1
2015-01-20,sh.600584,48.0709481000,52.4081765000,48.0709481000,52.0467408000,76973868,1084061984.0000,9.022487,1
2015-01-21,sh.600584,52.4804636400,52.8418993400,50.9624337000,52.0105972300,64843775,926978704.0000,7.600659,1
2015-01-22,sh.600584,51.6491615300,53.0587607600,51.2515822600,51.8660229500,41048556,593740288.0000,4.811504,1
2015-01-23,sh.600584,51.6130179600,51.6853051000,48.8661066400,49.4444037600,51459304,711922064.0000,6.031799,1
2015-01-26,sh.600584,51.6130179600,53.0226171900,50.6732851400,50.7817158500,54058602,773684240.0000,6.336475,1
2015-01-27,sh.600584,50.5287108600,52.0467408000,49.5528344700,51.2515822600,51784383,731921200.0000,6.069903,1
2015-01-28,sh.600584,50.6009980000,52.1913150800,49.5889780400,49.7335523200,43960712,619959856.0000,5.152852,1
2015-01-29,sh.600584,49.1552552000,50.7817158500,48.7938195000,49.9504137400,24419554,338384992.0000,2.862336,1
