date,code,open,high,low,close,volume,amount,turn,adjustflag
2015-06-11,sz.300476,18.8800000000,22.6500000000,18.8800000000,22.6500000000,6100,136848.0000,0.016635,1
2015-06-12,sz.300476,24.9200000000,24.9200000000,24.9200000000,24.9200000000,2501,62324.0000,0.006820,1
2015-06-15,sz.300476,27.4100000000,27.4100000000,27.4100000000,27.4100000000,2994,82065.0000,0.008165,1
2015-06-16,sz.300476,30.1500000000,30.1500000000,30.1500000000,30.1500000000,6100,183915.0000,0.016635,1
2015-06-17,sz.300476,33.1700000000,33.1700000000,33.1700000000,33.1700000000,8116,269207.0000,0.022133,1
2015-06-18,sz.300476,36.4900000000,36.4900000000,36.4900000000,36.4900000000,9800,357602.0000,0.026725,1
2015-06-19,sz.300476,40.1400000000,40.1400000000,40.1400000000,40.1400000000,101425,4071199.0000,0.276588,1
2015-06-23,sz.300476,44.1500000000,44.1500000000,44.1500000000,44.1500000000,61700,2724055.0000,0.168257,1
2015-06-24,sz.300476,48.5700000000,48.5700000000,48.5700000000,48.5700000000,11500,558555.0000,0.031361,1
2015-06-25,sz.300476,53.4300000000,53.4300000000,53.4300000000,53.4300000000,23400,1250262.0000,0.063812,1
2015-06-26,sz.300476,58.7700000000,58.7700000000,48.8800000000,58.7700000000,21063823,1160794688.0000,57.441568,1
2015-06-29,sz.300476,52.8900000000,55.4500000000,52.8900000000,52.8900000000,2442467,129753955.0000,6.660668,1
2015-06-30,sz.300476,47.6000000000,51.6000000000,47.6000000000,47.6000000000,11119050,540201584.0000,30.321925,1
2015-07-01,sz.300476,46.0000000000,50.5000000000,42.8500000000,43.2800000000,11995183,557659360.0000,32.711162,1
2015-07-02,sz.300476,42.0000000000,42.0000000000,38.9500000000,38.9500000000,6835123,273039280.0000,18.639550,1
2015-07-03,sz.300476,35.6200000000,39.9000000000,35.0600000000,35.0600000000,7334442,263563923.0000,20.001205,1
2015-07-06,sz.300476,38.5700000000,38.5700000000,31.5600000000,32.6200000000,8916429,319775072.0000,24.315323,1
2015-07-07,sz.300476,31.0100000000,31.0100000000,29.3600000000,29.3600000000,4069723,121243178.0000,11.098236,1
2015-07-08,sz.300476,26.4200000000,29.0000000000,26.4200000000,26.7500000000,8720397,236567889.0000,23.780739,1
2015-07-09,sz.300476,28.5000000000,29.4300000000,27.8000000000,29.4300000000,4708614,136740336.0000,12.840507,1
2015-07-10,sz.300476,32.3700000000,32.3700000000,32.3700000000,32.3700000000,233700,7564869.0000,0.637306,1
2015-07-13,sz.300476,35.6100000000,35.6100000000,35.6100000000,35.6100000000,141551,5040631.0000,0.386013,1
2015-07-14,sz.300476,39.1700000000,39.1700000000,39.1700000000,39.1700000000,728744,28544902.0000,1.987303,1
2015-07-15,sz.300476,41.0000000000,41.0000000000,35.8200000000,35.9000000000,14517379,563749552.0000,39.589253,1
2015-07-16,sz.300476,33.3800000000,39.4900000000,32.5000000000,38.9900000000,11645602,436721456.0000,31.757846,1
2015-07-17,sz.300476,38.6000000000,42.8700000000,38.3600000000,41.7000000000,9140801,369949680.0000,24.927191,1
