date,code,open,high,low,close,volume,amount,turn,adjustflag
2017-04-18,sz.300641,12.8800000000,15.4500000000,12.8800000000,15.4500000000,21852,335431.0000,0.030350,1
2017-04-19,sz.300641,17.0000000000,17.0000000000,17.0000000000,17.0000000000,9600,163200.0000,0.013333,1
2017-04-20,sz.300641,18.7000000000,18.7000000000,18.7000000000,18.7000000000,8100,151470.0000,0.011250,1
2017-04-21,sz.300641,20.5700000000,20.5700000000,20.5700000000,20.5700000000,19520,401526.0000,0.027111,1
2017-04-24,sz.300641,22.6300000000,22.6300000000,22.6300000000,22.6300000000,85409,1932805.0000,0.118624,1
2017-04-25,sz.300641,24.8900000000,24.8900000000,24.8900000000,24.8900000000,1515508,37720994.0000,2.104872,1
2017-04-26,sz.300641,25.0000000000,26.8000000000,24.8900000000,25.6600000000,29147189,749557232.0000,40.482207,1
2017-04-27,sz.300641,24.5500000000,28.2300000000,23.9000000000,28.2300000000,32141130,851255696.0000,44.640458,1
2017-04-28,sz.300641,27.6100000000,29.1800000000,27.1100000000,27.3500000000,27342119,764405104.0000,37.975165,1
2017-05-02,sz.300641,27.0000000000,27.8000000000,26.3500000000,26.9100000000,16728987,449517472.0000,23.234704,1
2017-05-03,sz.300641,26.9700000000,29.6000000000,26.9400000000,29.2000000000,26165973,730899632.0000,36.341629,1
2017-05-04,sz.300641,28.0100000000,28.8300000000,27.1200000000,27.3300000000,20215144,562315056.0000,28.076589,1
2017-05-05,sz.300641,26.8700000000,27.3200000000,25.1800000000,25.2500000000,16669894,439402608.0000,23.152631,1
2017-05-08,sz.300641,24.7700000000,25.7400000000,24.0800000000,24.2700000000,9654878,242018387.0000,13.409553,1
2017-05-09,sz.300641,24.4100000000,25.3200000000,24.2400000000,24.9700000000,8811474,218592810.0000,12.238158,1
2017-05-10,sz.300641,25.0000000000,25.0800000000,23.0100000000,23.0800000000,14122721,339325376.0000,19.614890,1
2017-05-11,sz.300641,22.7500000000,23.4500000000,22.0200000000,23.3600000000,9597989,219001694.0000,13.330540,1
2017-05-12,sz.300641,23.0900000000,23.6500000000,22.6000000000,23.3400000000,9153057,211602309.0000,12.712579,1
2017-05-15,sz.300641,23.3400000000,23.5500000000,22.9200000000,23.0200000000,6008211,139318994.0000,8.344738,1
2017-05-16,sz.300641,22.8000000000,23.7000000000,22.2200000000,23.6900000000,9346466,214892633.0000,12.981203,1
2017-05-17,sz.300641,23.6800000000,24.1300000000,23.4600000000,23.5400000000,9159692,217690959.0000,12.721794,1
2017-05-18,sz.300641,23.0700000000,23.3900000000,22.6000000000,22.6400000000,7388838,169860667.0000,10.262275,1
2017-05-19,sz.300641,22.5100000000,22.7700000000,22.0500000000,22.1900000000,5641728,126312149.0000,7.835733,1
2017-05-22,sz.300641,22.1800000000,22.2500000000,20.0900000000,20.3000000000,8230847,174307213.0000,11.431732,1
2017-05-23,sz.300641,19.9900000000,20.5700000000,19.6500000000,19.7100000000,6339330,127162081.0000,8.804625,1
2017-05-24,sz.300641,19.5500000000,20.2500000000,19.4400000000,20.1400000000,5171876,103084751.0000,7.183161,1
