date,code,open,high,low,close,volume,amount,turn,adjustflag
2022-12-30,sh.688525,15.3700000000,17.6300000000,15.0000000000,16.0600000000,23394904,371613400.4300,67.252900,1
2023-01-03,sh.688525,16.0000000000,16.5800000000,15.2000000000,16.2900000000,14559784,231715002.8400,41.854700,1
2023-01-04,sh.688525,16.0900000000,17.1700000000,15.4000000000,15.6300000000,13235600,213121056.3500,38.048100,1
2023-01-05,sh.688525,15.6500000000,16.5000000000,15.4200000000,16.2800000000,11689740,187359300.5500,33.604300,1
2023-01-06,sh.688525,16.0100000000,17.0700000000,15.8200000000,16.9000000000,10624105,174346914.0900,30.540900,1
2023-01-09,sh.688525,16.7000000000,17.1300000000,16.3600000000,16.5500000000,8561934,142712075.6800,24.612800,1
2023-01-10,sh.688525,16.4200000000,17.4200000000,16.4100000000,16.6000000000,10725302,181240866.3400,30.831800,1
2023-01-11,sh.688525,16.4500000000,17.1200000000,16.0100000000,16.1900000000,9241794,153219326.6400,26.567200,1
2023-01-12,sh.688525,16.1000000000,18.4600000000,15.9100000000,17.5900000000,15692445,268404468.9700,45.110800,1
2023-01-13,sh.688525,17.5500000000,17.9500000000,17.2100000000,17.5500000000,8867839,155715179.1300,25.492200,1
2023-01-16,sh.688525,17.5500000000,18.1900000000,17.5000000000,17.5000000000,6687457,118995554.5200,19.224300,1
2023-01-17,sh.688525,17.6000000000,21.0000000000,17.6000000000,21.0000000000,14863019,299012041.0500,42.726400,1
2023-01-18,sh.688525,21.2500000000,25.2000000000,21.2100000000,25.2000000000,11253313,259128409.3700,32.349700,1
2023-01-19,sh.688525,25.8000000000,26.4100000000,22.5100000000,24.0500000000,15122405,359218870.9000,43.472100,1
2023-01-20,sh.688525,24.6400000000,24.7400000000,23.1200000000,24.1700000000,10508222,251069472.0900,30.207800,1
2023-01-30,sh.688525,24.3600000000,25.9500000000,23.6500000000,25.7000000000,12295167,303633428.2100,35.344700,1
2023-01-31,sh.688525,24.7800000000,24.7800000000,22.5500000000,22.7700000000,11506258,269036821.6900,33.076800,1
2023-02-01,sh.688525,22.5100000000,23.8800000000,22.5100000000,23.6200000000,8951631,208925262.8100,25.733100,1
2023-02-02,sh.688525,23.9000000000,24.6400000000,23.4300000000,23.4300000000,9875353,236993011.5700,28.388500,1
2023-02-03,sh.688525,22.7700000000,24.0700000000,22.7500000000,24.0000000000,7296711,172562165.9400,20.975700,1
2023-02-06,sh.688525,23.9900000000,24.0000000000,22.7000000000,22.8900000000,5768897,133365424.1100,16.583700,1
2023-02-07,sh.688525,23.0300000000,23.4700000000,22.0500000000,22.6700000000,6205958,140003933.7100,17.840100,1
2023-02-08,sh.688525,22.9400000000,23.2400000000,21.8800000000,21.9200000000,6174764,139305452.9600,17.750500,1
2023-02-09,sh.688525,21.6600000000,23.6100000000,21.5100000000,23.3600000000,10279009,235289358.4500,29.548900,1
2023-02-10,sh.688525,23.6000000000,25.9600000000,23.0100000000,24.0800000000,12420858,301213272.4900,35.706000,1
2023-02-13,sh.688525,24.0700000000,25.0000000000,23.6900000000,24.0900000000,7789201,188179963.1600,22.391500,1
2023-02-14,sh.688525,24.5500000000,25.2600000000,24.0000000000,24.2200000000,7584705,186486019.0100,21.803600,1
2023-02-15,sh.688525,24.6200000000,25.2000000000,23.6500000000,24.7200000000,8544348,209443854.6400,24.562300,1
2023-02-16,sh.688525,24.3500000000,24.6700000000,22.5000000000,22.6100000000,9618868,226935125.0500,27.651200,1
2023-02-17,sh.688525,22.6800000000,22.8800000000,21.8300000000,22.2600000000,5069204,113098625.3300,14.572300,1
2023-02-20,sh.688525,22.4000000000,22.7500000000,21.8800000000,22.5800000000,4066805,90842131.4300,11.690800,1
2023-02-21,sh.688525,22.4000000000,22.6800000000,21.7300000000,21.9100000000,3790061,83779702.0900,10.895200,1
2023-02-22,sh.688525,21.7700000000,22.4500000000,21.6300000000,22.2700000000,3158059,69821155.4200,9.078400,1
2023-02-23,sh.688525,22.7000000000,22.9000000000,22.0000000000,22.1500000000,3493134,78369394.3100,10.041600,1
2023-02-24,sh.688525,22.4500000000,22.9600000000,22.0800000000,22.4400000000,3740263,84097008.0800,10.752100,1
2023-02-27,sh.688525,22.1300000000,22.2300000000,21.2200000000,21.2700000000,4464090,96551365.8100,12.832800,1
2023-02-28,sh.688525,21.5300000000,21.8300000000,21.1600000000,21.4500000000,2636908,56709652.8100,7.580300,1
2023-03-01,sh.688525,21.4200000000,22.0800000000,21.1800000000,21.9500000000,3968870,86018877.4200,11.409200,1
2023-03-02,sh.688525,22.3900000000,23.3500000000,21.6400000000,22.4700000000,6549000,148253463.2300,18.826300,1
2023-03-03,sh.688525,24.5000000000,26.9600000000,24.5000000000,26.9600000000,10059390,266355134.2400,28.917500,1
2023-03-06,sh.688525,27.5500000000,27.7900000000,25.0100000000,25.5900000000,15574639,402303850.2900,44.772100,1
2023-03-07,sh.688525,25.3200000000,27.6000000000,24.6900000000,26.6900000000,17051964,448369621.9200,49.018900,1
2023-03-08,sh.688525,26.2000000000,31.8500000000,25.8700000000,30.0900000000,17765056,513816303.4800,51.068800,1
2023-03-09,sh.688525,29.4900000000,34.9000000000,29.3500000000,34.5800000000,17364377,567168934.1700,49.917000,1
2023-03-10,sh.688525,33.1600000000,34.7300000000,31.1200000000,31.8000000000,15256537,496276741.5100,43.857700,1
2023-03-13,sh.688525,31.5000000000,33.5500000000,30.3500000000,33.4700000000,13967398,444461244.7900,40.151800,1
2023-03-14,sh.688525,33.1500000000,37.4800000000,32.5800000000,35.4000000000,15289694,542075292.6700,43.953000,1
2023-03-15,sh.688525,35.5500000000,38.3500000000,33.6900000000,33.8800000000,15565360,559425610.4800,44.745400,1
2023-03-16,sh.688525,33.8800000000,35.4800000000,33.1600000000,35.4800000000,12852775,444037961.3400,36.947600,1
2023-03-17,sh.688525,35.3000000000,36.9200000000,34.1600000000,34.1600000000,12840899,454891725.8500,36.913500,1
2023-03-20,sh.688525,34.0000000000,34.0000000000,31.6900000000,31.6900000000,12315647,403633700.2100,35.403500,1
2023-03-21,sh.688525,31.7800000000,33.7900000000,31.7800000000,32.7000000000,9148281,299924061.5400,26.298400,1
2023-03-22,sh.688525,32.1300000000,33.4300000000,31.8300000000,32.4600000000,7605365,247287421.5600,21.863000,1
2023-03-23,sh.688525,32.4800000000,38.9500000000,32.0000000000,38.8100000000,18842575,673515669.3100,54.166400,1
2023-03-24,sh.688525,37.5000000000,40.8000000000,35.9400000000,39.1900000000,16914638,636564427.1300,48.624200,1
2023-03-27,sh.688525,37.6500000000,42.1500000000,37.5000000000,40.4300000000,12753554,511945867.9200,36.662400,1
2023-03-28,sh.688525,39.9000000000,42.2500000000,36.2800000000,37.3700000000,11408857,449068208.4500,32.796800,1
2023-03-29,sh.688525,37.3600000000,40.5700000000,36.2100000000,38.6400000000,11920478,459492969.4000,34.267600,1
2023-03-30,sh.688525,39.6000000000,45.2500000000,39.6000000000,43.2500000000,17356895,729162390.0200,49.895500,1
2023-03-31,sh.688525,41.9200000000,44.1000000000,41.2000000000,43.3400000000,12256974,525125502.2600,35.234900,1
2023-04-03,sh.688525,46.0300000000,51.8800000000,45.1800000000,51.1200000000,15591367,756226809.2500,44.820200,1
2023-04-04,sh.688525,50.0200000000,61.3400000000,50.0000000000,61.3400000000,17509582,983387123.7700,50.334400,1
2023-04-06,sh.688525,59.2500000000,71.4500000000,58.2200000000,62.7500000000,20285048,1297551486.0000,58.313000,1
2023-04-07,sh.688525,64.3300000000,75.3000000000,61.3300000000,75.3000000000,17898632,1224959142.0400,51.452800,1
2023-04-10,sh.688525,74.5000000000,85.7000000000,70.1100000000,81.9000000000,17230650,1339252878.1300,49.532600,1
2023-04-11,sh.688525,82.0600000000,97.8900000000,82.0500000000,94.8800000000,15740418,1415096379.0300,45.248700,1
2023-04-12,sh.688525,88.2600000000,91.3000000000,80.0500000000,85.9900000000,15840524,1361186407.9400,45.536400,1
2023-04-13,sh.688525,83.0000000000,85.6500000000,79.4400000000,82.7900000000,12432266,1025398641.4600,35.738800,1
2023-04-14,sh.688525,82.9900000000,84.6800000000,78.1000000000,80.6400000000,12049127,986224650.0400,34.637400,1
2023-04-17,sh.688525,79.0200000000,86.8000000000,79.0100000000,83.8300000000,12076952,1017348322.2700,34.717400,1
2023-04-18,sh.688525,80.7000000000,83.0000000000,73.5600000000,79.1400000000,12139378,946550652.2300,34.896800,1
2023-04-19,sh.688525,78.3000000000,84.5000000000,78.0000000000,80.6900000000,11208391,914782753.2700,32.220500,1
2023-04-20,sh.688525,79.0000000000,96.8300000000,78.1800000000,96.8300000000,16619007,1459841885.7800,47.774300,1
2023-04-21,sh.688525,93.0000000000,107.9800000000,90.8000000000,94.0100000000,16736346,1645477842.9900,48.111600,1
2023-04-24,sh.688525,95.1800000000,99.9800000000,90.1200000000,95.2800000000,9918533,946447250.0700,28.512600,1
2023-04-25,sh.688525,85.0000000000,89.5000000000,77.7700000000,80.0000000000,14220718,1187977161.7600,40.880000,1
2023-04-26,sh.688525,77.2000000000,86.3200000000,77.2000000000,83.7200000000,11644767,972634336.2100,33.475000,1
2023-04-27,sh.688525,85.9000000000,93.7900000000,77.1100000000,84.4800000000,13000788,1130314364.2500,37.373100,1
2023-04-28,sh.688525,83.5000000000,97.4800000000,79.9800000000,95.2000000000,14123787,1252199004.8500,40.601400,1
2023-05-04,sh.688525,94.2000000000,97.3000000000,89.1100000000,93.1000000000,11424605,1067654254.4300,32.842100,1
2023-05-05,sh.688525,91.7000000000,102.4500000000,91.3300000000,94.2700000000,12768521,1241251365.5200,36.705400,1
2023-05-08,sh.688525,89.7800000000,96.9000000000,86.0000000000,87.3900000000,10913180,986832540.0000,31.371900,1
2023-05-09,sh.688525,84.4800000000,85.0000000000,76.0100000000,76.2500000000,12606757,1016602858.2200,36.240400,1
2023-05-10,sh.688525,75.9200000000,80.0000000000,71.2000000000,74.0500000000,9728098,733180571.7300,27.965200,1
2023-05-11,sh.688525,75.4100000000,76.8600000000,69.5100000000,70.9300000000,9483936,685626590.5100,27.263300,1
2023-05-12,sh.688525,70.5800000000,72.9300000000,65.4500000000,66.0000000000,10732346,733419414.2200,30.852100,1
2023-05-15,sh.688525,66.4300000000,69.3600000000,66.1100000000,69.3600000000,9128500,618196625.1100,26.241500,1
2023-05-16,sh.688525,69.4200000000,76.6000000000,66.5000000000,73.6000000000,14776004,1069783551.6800,42.476300,1
2023-05-17,sh.688525,71.4600000000,78.5100000000,71.4600000000,74.1000000000,12306418,927881272.8800,35.377000,1
2023-05-18,sh.688525,72.0000000000,78.4800000000,70.6000000000,75.8200000000,11680299,875870833.8100,33.577100,1
2023-05-19,sh.688525,76.9600000000,82.0000000000,76.6600000000,78.7300000000,12314609,982880567.3600,35.400600,1
2023-05-22,sh.688525,81.8800000000,84.5900000000,76.6600000000,77.5200000000,10014189,803915257.0300,28.787600,1
2023-05-23,sh.688525,73.7700000000,75.1000000000,71.0000000000,71.7100000000,8783493,638974140.5600,25.249700,1
2023-05-24,sh.688525,71.6200000000,75.4900000000,67.7900000000,73.3300000000,9557202,688069610.7900,27.473900,1
2023-05-25,sh.688525,73.1600000000,75.4400000000,70.1300000000,74.8000000000,8376832,609704793.9200,24.080700,1
2023-05-26,sh.688525,73.8500000000,81.2000000000,72.9000000000,79.1000000000,11864514,926568651.5700,34.106700,1
2023-05-29,sh.688525,81.2800000000,82.2600000000,76.0000000000,76.2700000000,9091390,716159825.9800,26.134800,1
2023-05-30,sh.688525,74.0000000000,82.7700000000,72.7700000000,82.7700000000,10916595,851888423.3200,31.381700,1
2023-05-31,sh.688525,82.1700000000,99.3200000000,79.6800000000,99.3200000000,14792352,1294534783.6600,42.523300,1
2023-06-01,sh.688525,98.9600000000,116.6600000000,95.1100000000,105.0300000000,19681408,2051568187.2500,56.577700,1
2023-06-02,sh.688525,102.5000000000,107.8800000000,98.3900000000,98.3900000000,12452474,1274403411.9900,35.796900,1
2023-06-05,sh.688525,98.9800000000,102.9100000000,98.0100000000,99.2800000000,7755216,776052892.6400,22.293800,1
2023-06-06,sh.688525,97.3500000000,104.9800000000,94.5000000000,99.4800000000,10980737,1101155107.4900,31.566100,1
2023-06-07,sh.688525,97.4800000000,102.8000000000,97.4800000000,97.6800000000,9879029,984759048.8200,28.399000,1
2023-06-08,sh.688525,96.5200000000,99.6300000000,94.1300000000,96.4000000000,7651656,740522779.5700,21.996100,1
2023-06-09,sh.688525,95.7600000000,97.9500000000,86.0100000000,95.4000000000,12353891,1145777972.9400,35.513500,1
2023-06-12,sh.688525,93.9900000000,95.4600000000,91.5000000000,92.4100000000,6440739,602301635.8900,18.515100,1
2023-06-13,sh.688525,93.8800000000,102.5500000000,92.0000000000,99.0600000000,12480755,1213985775.7000,35.878200,1
2023-06-14,sh.688525,98.0000000000,101.7200000000,96.3000000000,98.6200000000,9438712,932475492.4000,27.133300,1
2023-06-15,sh.688525,98.6000000000,102.6000000000,92.8600000000,92.8600000000,9192011,898762723.4500,26.424100,1
2023-06-16,sh.688525,90.4800000000,97.5000000000,87.5200000000,95.3700000000,8560075,804342251.8100,24.607500,1
2023-06-19,sh.688525,95.0000000000,102.5500000000,93.6000000000,100.0100000000,9756488,966526379.9900,28.046800,1
2023-06-20,sh.688525,98.1000000000,100.5900000000,95.3800000000,98.3100000000,7899155,773798510.1200,22.707500,1
2023-06-21,sh.688525,98.5600000000,99.0900000000,88.1800000000,88.1800000000,8477641,790306100.1000,24.370500,1
2023-06-26,sh.688525,86.8200000000,88.0000000000,82.6000000000,83.2000000000,5927182,502802814.8400,17.038700,1
2023-06-27,sh.688525,84.1300000000,85.9900000000,82.6200000000,83.8700000000,4493832,379091337.4100,12.918300,1
2023-06-28,sh.688525,84.1000000000,85.1000000000,75.1800000000,79.5500000000,8387616,665370689.7100,24.111700,1
2023-06-29,sh.688525,80.5500000000,85.5000000000,79.0800000000,79.9400000000,7413801,608316098.9800,21.312300,1
2023-06-30,sh.688525,78.6600000000,81.4000000000,77.0000000000,79.8900000000,5615219,447133403.7400,15.351400,1
2023-07-03,sh.688525,79.0000000000,81.4400000000,77.3600000000,79.5000000000,5001250,395658533.6400,13.672800,1
2023-07-04,sh.688525,78.7200000000,82.8800000000,78.0000000000,81.2200000000,6299574,508906996.2200,17.222300,1
2023-07-05,sh.688525,81.3100000000,86.1800000000,79.5600000000,82.9100000000,8053458,672712359.7000,22.017200,1
2023-07-06,sh.688525,81.9900000000,89.4700000000,81.4400000000,87.9800000000,10415282,898522615.5600,28.474200,1
2023-07-07,sh.688525,87.7600000000,88.6000000000,83.8800000000,84.0000000000,7120482,609881304.7800,19.466600,1
2023-07-10,sh.688525,85.0000000000,85.3300000000,78.8800000000,79.1700000000,6050478,493635769.5700,16.541300,1
2023-07-11,sh.688525,78.3600000000,84.3500000000,78.3600000000,82.5700000000,6537834,540041846.4600,17.873700,1
2023-07-12,sh.688525,81.8300000000,84.3000000000,78.8100000000,79.4100000000,5906222,479982823.9100,16.146900,1
2023-07-13,sh.688525,78.8800000000,93.9800000000,78.2800000000,92.0000000000,14313029,1239352015.5500,39.130200,1
2023-07-14,sh.688525,90.9900000000,94.9900000000,89.9000000000,92.8000000000,12917690,1192734100.7600,35.315500,1
2023-07-17,sh.688525,91.9900000000,95.5000000000,90.0600000000,94.1000000000,9335583,867415921.0800,25.522400,1
2023-07-18,sh.688525,94.1000000000,102.7700000000,91.3800000000,91.3800000000,13624345,1322007417.2000,37.247400,1
