date,code,open,high,low,close,volume,amount,turn,adjustflag
2020-07-22,sh.688589,52.0000000000,121.0000000000,51.0000000000,79.0700000000,19124535,1317908483.0000,77.876800,1
2020-07-23,sh.688589,73.0000000000,84.9800000000,72.0100000000,84.5100000000,15305146,1205676590.1700,62.323900,1
2020-07-24,sh.688589,80.0000000000,81.4000000000,69.6500000000,70.8000000000,11212283,851824708.0000,45.657400,1
2020-07-27,sh.688589,69.5500000000,70.7700000000,61.7000000000,63.9900000000,7826795,509791497.0000,31.871400,1
2020-07-28,sh.688589,64.0000000000,66.5000000000,60.9900000000,62.4900000000,6159542,391360493.0000,25.082200,1
2020-07-29,sh.688589,61.8900000000,65.8800000000,60.4300000000,64.6600000000,6306478,399065182.0000,25.680500,1
2020-07-30,sh.688589,64.4400000000,73.8500000000,62.4600000000,69.0100000000,9804089,666123429.8200,39.923100,1
2020-07-31,sh.688589,67.4100000000,70.6600000000,66.5500000000,69.1000000000,7019815,478481604.0000,28.585300,1
2020-08-03,sh.688589,69.4600000000,73.5100000000,69.4600000000,70.6600000000,6838102,487268278.0000,27.845300,1
2020-08-04,sh.688589,70.5000000000,71.3000000000,66.5100000000,66.6500000000,5285680,361247988.0000,21.523700,1
2020-08-05,sh.688589,71.5800000000,73.2900000000,68.1800000000,70.8300000000,7849906,556958734.7100,31.965500,1
2020-08-06,sh.688589,68.2500000000,70.9800000000,67.5800000000,68.9000000000,4184649,288980793.6800,17.040300,1
2020-08-07,sh.688589,68.4600000000,69.0000000000,63.0000000000,64.3100000000,4380067,288642138.0000,17.836000,1
2020-08-10,sh.688589,63.0000000000,64.1500000000,62.0800000000,63.1100000000,2332408,146858893.0000,9.497800,1
2020-08-11,sh.688589,63.3300000000,67.5000000000,62.5000000000,64.7800000000,4782727,312918111.0000,19.475700,1
2020-08-12,sh.688589,64.0000000000,64.7300000000,61.8000000000,63.7000000000,2875167,181035378.0000,11.707900,1
2020-08-13,sh.688589,64.1300000000,66.3700000000,62.8800000000,64.5100000000,2656668,171774872.0000,10.818200,1
2020-08-14,sh.688589,64.8100000000,65.2000000000,62.5100000000,63.5000000000,2150395,136551922.0000,8.756600,1
2020-08-17,sh.688589,63.4300000000,63.5000000000,60.5000000000,62.2500000000,2742902,169789763.0000,11.169300,1
2020-08-18,sh.688589,61.7300000000,62.8000000000,60.9100000000,61.1500000000,1997724,123019209.8900,8.134900,1
2020-08-19,sh.688589,61.2200000000,61.2200000000,56.4300000000,56.4900000000,3239890,189507909.0000,13.193100,1
2020-08-20,sh.688589,55.0000000000,56.9900000000,54.7000000000,56.9900000000,1811352,100724209.8700,7.376000,1
2020-08-21,sh.688589,56.3000000000,56.9900000000,55.5500000000,55.8500000000,1327268,74493859.6300,5.404700,1
2020-08-24,sh.688589,55.1100000000,55.6400000000,51.8800000000,52.9700000000,1993247,106282908.4000,8.116700,1
2020-08-25,sh.688589,53.2100000000,54.2400000000,51.9900000000,52.3300000000,1390351,73427796.0000,5.661600,1
2020-08-26,sh.688589,52.5000000000,53.1500000000,49.7100000000,50.0500000000,1894509,97374597.0000,7.714600,1
2020-08-27,sh.688589,49.6800000000,56.5000000000,49.0000000000,53.8800000000,3468980,184906183.0900,14.126000,1
2020-08-28,sh.688589,52.7300000000,53.3000000000,51.1200000000,52.2900000000,1828405,95171780.0000,7.445400,1
