date,code,open,high,low,close,volume,amount,turn,adjustflag
2015-01-05,sz.002371,122.9391526200,122.9391526200,116.9294249900,118.5856491400,2550619,63962172.0000,0.766379,1
2015-01-06,sz.002371,118.5856491400,120.5731181200,115.2732008400,120.2418732900,4512896,111706885.0000,1.355980,1
2015-01-07,sz.002371,120.1472319100,120.6677595000,117.8285181000,118.4436870700,1879034,47201099.0000,0.564589,1
2015-01-08,sz.002371,118.4436870700,120.6677595000,117.4972732700,118.5383284500,2427116,60984742.0000,0.729270,1
2015-01-09,sz.002371,118.5383284500,120.2891939800,117.2606698200,117.4499525800,2281313,57134951.0000,0.685461,1
2015-01-12,sz.002371,117.4972732700,117.7338767200,108.7902663100,111.5821870200,3541405,85263781.0000,1.064078,1
2015-01-13,sz.002371,111.8661111600,112.3393180600,108.6483042400,110.3518490800,2624020,61075098.0000,0.788433,1
2015-01-14,sz.002371,111.2036215000,114.2794663500,109.7840008000,114.0428629000,2384728,56635784.0000,0.716534,1
2015-01-15,sz.002371,114.4214284200,115.4151629100,112.2446766800,112.6232422000,1326803,31723694.0000,0.398661,1
2015-01-16,sz.002371,112.6232422000,113.4276939300,110.0206042500,112.3866387500,1717988,40382661.0000,0.516200,1
2015-01-19,sz.002371,109.4054352800,113.5223353100,109.3581145900,113.0964491000,2075620,48841122.0000,0.623657,1
2015-01-20,sz.002371,112.5759215100,117.0713870600,111.7714697800,114.8946353200,3019133,73091604.0000,0.907152,1
2015-01-21,sz.002371,115.2258801500,117.8285181000,114.5160698000,117.3079905100,2044000,50332930.0000,0.614156,1
2015-01-22,sz.002371,117.3553112000,120.5731181200,116.9294249900,120.1945526000,2510393,62998620.0000,0.754292,1
2015-01-23,sz.002371,120.3838353600,120.4311560500,117.3553112000,117.4972732700,1411238,35438776.0000,0.424031,1
2015-01-26,sz.002371,117.4972732700,118.5856491400,115.9356905000,117.8285181000,1770760,43902011.0000,0.532056,1
2015-01-27,sz.002371,118.0178008600,118.3963663800,116.0303318800,117.3553112000,1681265,41711114.0000,0.505166,1
2015-01-28,sz.002371,117.3553112000,120.8570422600,115.6990870500,120.4311560500,2703901,67742654.0000,0.812435,1
2015-01-29,sz.002371,119.4847422500,125.4471491900,118.8222525900,125.0212629800,6892558,179212888.0000,2.070991,1
2015-01-30,sz.002371,124.9266216000,124.9266216000,120.0052698400,121.5195319200,2989741,76957265.0000,0.898321,1
2015-02-02,sz.002371,120.1945526000,121.1409664000,114.5633904900,116.0303318800,1592590,39370970.0000,0.478522,1
2015-02-03,sz.002371,116.0776525700,117.8285181000,115.0365973900,116.4562180900,1620255,39876087.0000,0.486834,1
2015-02-04,sz.002371,117.2606698200,117.2606698200,115.0365973900,116.7401422300,1804981,44289498.0000,0.542339,1
2015-02-05,sz.002371,116.9767456800,117.4972732700,115.1785594600,115.4624836000,1612487,39690323.0000,0.484500,1
2015-02-06,sz.002371,115.4624836000,117.1187077500,114.6580318700,116.3615767100,1853919,45502482.0000,0.557043,1
2015-02-09,sz.002371,116.3615767100,118.9642146600,115.9356905000,116.8821043000,1231510,30604078.0000,0.370029,1
2015-02-10,sz.002371,116.8821043000,117.3079905100,114.7526732500,116.3615767100,821660,20190781.0000,0.246882,1
2015-02-11,sz.002371,117.3079905100,119.7213457000,116.6455008500,119.0588560400,1695044,42399792.0000,0.509306,1
2015-02-12,sz.002371,119.2008181100,120.0999112200,118.7749319000,118.8695732800,1194360,30087092.0000,0.358867,1
2015-02-13,sz.002371,119.2481388000,126.8194492000,118.9642146600,126.4408836800,7179156,187840179.0000,2.157105,1
2015-02-16,sz.002371,126.4408836800,139.0755079100,126.3462423000,137.0407182400,13908316,403239472.0000,4.179000,1
2015-02-17,sz.002371,135.1005699500,138.7915837700,131.0783113000,134.5327216700,6391477,182984231.0000,1.920432,1
2015-02-25,sz.002371,134.5800423600,136.2835872000,132.0720457900,135.3371734000,2447838,69215819.0000,0.735496,1
2015-02-26,sz.002371,135.5737768500,137.7032079000,133.1131009700,133.6336285600,3074027,87682690.0000,0.923646,1
2015-02-27,sz.002371,133.9175527000,136.2835872000,130.0845768100,130.1318975000,3434662,95989924.0000,1.032005,1
2015-03-02,sz.002371,132.9711389000,138.6969423900,131.0783113000,136.7094734100,5363759,152977872.0000,1.611636,1
2015-03-03,sz.002371,136.7094734100,139.1228286000,135.4318147800,137.0407182400,4618735,134308962.0000,1.387781,1
2015-03-04,sz.002371,136.8041147900,144.4227458800,136.8041147900,139.5487148100,7557448,226489935.0000,2.270769,1
2015-03-05,sz.002371,139.5487148100,141.3942217200,135.9050216800,136.9933975500,2757769,80224602.0000,0.828621,1
2015-03-06,sz.002371,137.2300010000,137.6085665200,132.4506113100,133.1604216600,2871832,81027666.0000,0.862893,1
2015-03-09,sz.002371,133.2077423500,134.0121940800,132.5925733800,133.5389871800,1756163,49457817.0000,0.527670,1
2015-03-10,sz.002371,133.7282699400,135.1952113300,132.7818561400,134.3907596000,1628021,46046517.0000,0.489168,1
2015-03-11,sz.002371,134.7220044300,134.7220044300,129.7060112900,131.5041975100,3451093,95564794.0000,1.036942,1
2015-03-12,sz.002371,131.4095561300,141.8201079300,128.9488802500,137.2300010000,5426123,154961774.0000,1.630375,1
2015-03-13,sz.002371,137.3719630700,137.3719630700,133.8702320100,134.6273630500,2784298,79539314.0000,0.836592,1
2015-03-16,sz.002371,134.6273630500,137.9398113500,133.4443458000,136.3309078900,4442883,126911880.0000,1.334943,1
2015-03-17,sz.002371,136.5675113400,142.1040320700,136.3309078900,138.9335458400,6480102,190964194.0000,1.920353,1
2015-03-18,sz.002371,138.8862251500,143.3816907000,138.6496217000,141.6308251700,5116024,152201879.0000,1.516114,1
2015-03-19,sz.002371,141.5835044800,141.5835044800,138.1764148000,138.7915837700,3658177,107968934.0000,1.084087,1
2015-03-20,sz.002371,138.6496217000,139.3594320500,132.4979320000,139.2647906700,5819768,168986604.0000,1.724666,1
2015-03-23,sz.002371,139.1228286000,139.1228286000,136.5675113400,137.7505285900,8343980,242189589.0000,2.472706,1
