date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,tradestatus,isST
2021-01-04,sh.600519,13133.73066138,13166.63098569,13027.54338711,13114.161207,13120.728138,4351400,8686920261.12,0.3464,-0.0501,1,0
2021-01-05,sh.600519,13068.19269,13524.26604795,13018.67803026,13524.26604795,13114.161207,5211605,10592557369.7,0.4149,3.1272,1,0
2021-01-06,sh.600519,13559.3991288,13954.728375,13370.46852393,13790.5551,13524.26604795,4741020,9882593867.1,0.3774,1.969,1,0
2021-01-07,sh.600519,13770.854307,14053.23234,13626.381825,14053.23234,13790.5551,3793139,7991178754.07,0.302,1.9048,1,0
2021-01-08,sh.600519,14066.366202,14124.68054928,13547.70999162,13724.88579,14053.23234,5386164,11345202869.15,0.4288,-2.3364,1,0
2021-01-11,sh.600519,13724.88579,14122.1851155,13518.6841566,13788.78202863,13724.88579,5107990,10768565414.66,0.4066,0.4656,1,0
2021-01-12,sh.600519,13711.751928,14190.4811979,13692.051135,14190.4811979,13788.78202863,4105859,8800558287.66,0.3268,2.9132,1,0
2021-01-13,sh.600519,14210.838684,14272.10815023,14020.397685,14210.838684,14190.4811979,3438993,7418330853.82,0.2738,0.1435,1,0
2021-01-14,sh.600519,14158.303236,14204.271753,13896.34835841,14013.830754,14210.838684,3615220,7722089683.72,0.2878,-1.3863,1,0
2021-01-15,sh.600519,13889.059065,14016.12917985,13324.302999,13672.350342,14013.830754,5950939,12372103226.55,0.4737,-2.4367,1,0
2021-01-18,sh.600519,13534.83880686,13734.60484788,13398.31231137,13547.578653,13672.350342,3914404,8076715789.5,0.3116,-0.9126,1,0
2021-01-19,sh.600519,13613.97032541,13766.2574553,13178.84547735,13195.65682071,13547.578653,4634519,9479278513.19,0.3689,-2.5977,1,0
2021-01-20,sh.600519,13186.397448,13498.26100119,13018.9407075,13400.67640653,13195.65682071,4508242,9126453276.98,0.3589,1.5537,1,0
2021-01-21,sh.600519,13449.074688,13725.01712862,13403.106171,13593.54717,13400.67640653,3831017,7953455966.93,0.305,1.4393,1,0
